Run,Strategy,TimeToCapture_s,PathLength_cm,StartDistance_cm,Success
1,parallel_navigation,9.62,961.67,650.79,True
2,parallel_navigation,1.85,185.0,164.44,True
3,parallel_navigation,9.63,963.33,616.02,True
4,parallel_navigation,3.72,371.67,203.02,True
5,parallel_navigation,7.33,733.33,618.86,True
