Run,Strategy,TimeToCapture_s,PathLength_cm,StartDistance_cm,Success
1,parallel_navigation,-1,5998.33,650.79,False
2,parallel_navigation,-1,5998.33,164.44,False
3,parallel_navigation,-1,5998.33,616.02,False
