Run,Strategy,TimeToCapture_s,PathLength_cm,StartDistance_cm,Success
1,parallel_navigation,7.3,730.0,650.79,True
2,parallel_navigation,1.57,156.67,164.44,True
3,parallel_navigation,7.32,731.67,616.02,True
4,parallel_navigation,13.5,1350.0,203.02,True
5,parallel_navigation,9.32,931.67,618.86,True
